id,sources,smirks
EVODEX.0-E2292,"EVODEX.0-P35636,EVODEX.0-P35736,EVODEX.0-P36341,EVODEX.0-P36755,EVODEX.0-P36932,EVODEX.0-P36938,EVODEX.0-P36944,EVODEX.0-P36950,EVODEX.0-P36980,EVODEX.0-P45624",[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[C:39]([C:38])([H:142])[H:143])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]>>[H]O[C:39]([C:38])([H:142])[H:143]
EVODEX.0-E2294,"EVODEX.0-P35667,EVODEX.0-P35876,EVODEX.0-P35971,EVODEX.0-P36048,EVODEX.0-P36205,EVODEX.0-P36555",[H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C@@:18]([C:16])([O:31])[H:63])[C@]([H])(O[H])[C@@]1([H])O[H]>>[H]O[C:18]([C:16])([O:31])[H:63]
EVODEX.0-E23,"EVODEX.0-P18685,EVODEX.0-P189",[H][C:1]([C:2])([H:103])[H:104].[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:53]([C:52])=[O:54])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[C:1]([C:2])([C:53]([C:52])=[O:54])([H:103])[H:104]
EVODEX.0-E230,"EVODEX.0-P4144,EVODEX.0-P4145",[O:2][C:3]1=[C:4]([O:5])[C:7](=[O:8])[C:9]([C:10])=[C:60]([C:61])[C:62]1=[O:63].[H][C:66]1([H:165])[C:65](=[O:64])[N:74]([H:167])[C:72](=[O:73])[N:71]([H:168])[C@:67]1([H])[C:68]>>[H][O:8][C:7]1:[C:4]([O:5]):[C:3]([O:2]):[C:62]([O:63][H]):[C:60]([C:61]):[C:9]:1[C:10].[O:64]=[C:65]1:[C:66]([H:165]):[C:67]([C:68]):[N:71]([H:168]):[C:72](=[O:73]):[N:74]:1[H:167]
EVODEX.0-E2302,EVODEX.0-P35715,[C:12][O:13][C:14].[C:1]([O:2])([H:25])([H:26])[H:27]>>[C:1]([O:13][C:14])([H:25])([H:26])[H:27].[H].[H]O
EVODEX.0-E231,"EVODEX.0-P4160,EVODEX.0-P4188,EVODEX.0-P4190",[C:45][C:46]1=[C:47]([H:169])[C:48](=[O:49])[C:50]([C:51])=[C:52]([C:53])[C:54]1=[O:55].[H][C:85]([C:83])([C:86]([H])([C:87])[H:221])[H:219]>>[H][O:49][C:48]1:[C:47]([H:169]):[C:46]([C:45]):[C:54]([O:55][H]):[C:52]([C:53]):[C:50]:1[C:51].[C:82]=[C:83]/[C:85](=[C:86](/[C:87]=[C:88])[H:221])[H:219]
EVODEX.0-E2316,EVODEX.0-P36909,[H]OC([H])([H])[C@]1([H])O[C@@]([H])([O:7][C:8])[C@]([H])(O[H])[C@@]1([H])O[H]>>[H][O:7][C:8]
EVODEX.0-E2334,"EVODEX.0-P36290,EVODEX.0-P36307,EVODEX.0-P47959",[H][O:29][C:28].[O:5][C@@:6]([O:7])([C:30])[H:42]>>[H].[H].[H]O.[O:5][C@@:6]([O:29][C:28])([C:30])[H:42]
EVODEX.0-E2337,"EVODEX.0-P36233,EVODEX.0-P36249,EVODEX.0-P36894,EVODEX.0-P36900,EVODEX.0-P37119",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@@:4]([C:3])([O:17])[H:44])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]>>[H]O[C@@:4]([C:3])([O:17])[H:44]
EVODEX.0-E234,"EVODEX.0-P4179,EVODEX.0-P47072,EVODEX.0-P47446,EVODEX.0-P47509,EVODEX.0-P47512,EVODEX.0-P47515,EVODEX.0-P47518,EVODEX.0-P47918,EVODEX.0-P47921",[C:1]/[C:2](=[C:3](/[C:4]=[O:5])[H:59])[H:58]>>[H]O[C@@:2]([C:1])([C:3]([H])([C:4])[H:59])[H:58]
EVODEX.0-E2340,"EVODEX.0-P36352,EVODEX.0-P36358,EVODEX.0-P36986,EVODEX.0-P36992,EVODEX.0-P36998,EVODEX.0-P37026,EVODEX.0-P37031",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@:7]([C:6])([C:8])[C:21])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]>>[H]O[C@@:7]([C:6])([C:8])[C:21]
EVODEX.0-E2344,"EVODEX.0-P36374,EVODEX.0-P36379",[H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])([O:13][C:14])[C@]([H])(O[H])[C@@]1([H])O[H]>>[H][O:13][C:14]
EVODEX.0-E2347,"EVODEX.0-P36407,EVODEX.0-P36413,EVODEX.0-P36419",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C:25]([C:3])([N:24])[H:61])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]>>[H]O[C@:25]([C:3])([N:24])[H:61]
EVODEX.0-E235,"EVODEX.0-P25474,EVODEX.0-P25786,EVODEX.0-P26698,EVODEX.0-P4298,EVODEX.0-P4394,EVODEX.0-P4527,EVODEX.0-P4571,EVODEX.0-P4646,EVODEX.0-P4706,EVODEX.0-P4730,EVODEX.0-P48622,EVODEX.0-P5116,EVODEX.0-P5264,EVODEX.0-P5496,EVODEX.0-P5541,EVODEX.0-P5619,EVODEX.0-P5649,EVODEX.0-P7649,EVODEX.0-P7655",[H]N([H])[C@@:5]([H])([C:4])[C:7]>>O=[C:5]([C:4])[C:7]=[O:8]
EVODEX.0-E2351,EVODEX.0-P36544,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@@]2([H])[C@]([H])(O[H])[C@@]([H])(N([H])[H])[C@]([H])(O[C@@]3([H])[C@]([H])(O[H])[C@@]([H])(N([H])[H])[C@]([H])([O:27][C:26])O[C@]3([H])C([H])([H])O[H])O[C@]2([H])C([H])([H])O[H])[C@]([H])(N([H])[H])[C@@]([H])(O[H])[C@]1([H])O[H]>>[H][O:27][C:26]
EVODEX.0-E2357,"EVODEX.0-P36628,EVODEX.0-P36633",[H]OC([H])([H])[C@@]([H])(O[H])[C@]1([H])O[C@@]([H])([O:9][C:8])[C@]([H])(O[H])[C@@]1([H])O[H]>>[H][O:9][C:8]
EVODEX.0-E2361,"EVODEX.0-P36646,EVODEX.0-P36651,EVODEX.0-P36656,EVODEX.0-P36661",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])([S:11][C:4])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]>>[H][S:11][C:4]
EVODEX.0-E237,"EVODEX.0-P25674,EVODEX.0-P26016,EVODEX.0-P4311,EVODEX.0-P4407,EVODEX.0-P4536,EVODEX.0-P4659,EVODEX.0-P4719",O=[C:14]([C:12]=[O:11])[C:16]>>[H]N([H])[C@:14]([H])([C:12])[C:16]
EVODEX.0-E2385,EVODEX.0-P37298,[#6:1]-[#16&+:2](-[#6:3])-[#6:10]>>[#8]-[#85].[#6:1]-[#16:2]-[#6:10]
EVODEX.0-E2387,"EVODEX.0-P37303,EVODEX.0-P37308,EVODEX.0-P37313,EVODEX.0-P37318,EVODEX.0-P37392",[C:1](=[C:2]([O:3])[C:14]=[O:15])([H:18])[H:19]>>[H][C:1]([C:2](=O)[C:14]=[O:15])([H:18])[H:19].[H]
EVODEX.0-E2389,"EVODEX.0-P37329,EVODEX.0-P37532,EVODEX.0-P37604",[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)[N:6]([C:5])[H:32])N([H])[H]>>[H][N:6]([C:5])[H:32]
EVODEX.0-E2390,"EVODEX.0-P37332,EVODEX.0-P37464,EVODEX.0-P37480,EVODEX.0-P37599,EVODEX.0-P37680,EVODEX.0-P37685,EVODEX.0-P37732",[H]N([H])[C@]([H])(C(=O)[N:6]([C:7])[H:23])C([H])([H])[H]>>[H][N:6]([C:7])[H:23]
EVODEX.0-E2391,"EVODEX.0-P37337,EVODEX.0-P37573,EVODEX.0-P37774",[H]N([H])[C@]([H])(C(=O)[N:8]([C:9])[H:29])C([H])(C([H])([H])[H])C([H])([H])[H]>>[H][N:8]([C:9])[H:29]
EVODEX.0-E2393,"EVODEX.0-P37448,EVODEX.0-P37900",[H]SC([H])([H])[C@@]([H])(C(=O)[N:7]([C:8])[H:19])N([H])[H]>>[H][N:7]([C:8])[H:19]
EVODEX.0-E2395,"EVODEX.0-P37908,EVODEX.0-P37957,EVODEX.0-P38378,EVODEX.0-P42665,EVODEX.0-P42675,EVODEX.0-P42800",[H]OC(=O)C([H])([H])N([H])[C:7]([C:5])=[O:8]>>[H]O[C:7]([C:5])=[O:8]
EVODEX.0-E2396,"EVODEX.0-P37443,EVODEX.0-P37578,EVODEX.0-P37609",[H]N([H])[C@]([H])(C(=O)[N:6]([C:5])[H:29])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]>>[H][N:6]([C:5])[H:29]
EVODEX.0-E2398,"EVODEX.0-P37417,EVODEX.0-P37836,EVODEX.0-P38389,EVODEX.0-P38625,EVODEX.0-P38677,EVODEX.0-P38747",[H]OC(=O)[C@@]([H])(N([H])[C:7](=[O:8])[C:9])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]>>[H]O[C:7](=[O:8])[C:9]
EVODEX.0-E2399,"EVODEX.0-P37435,EVODEX.0-P37568,EVODEX.0-P37649,EVODEX.0-P37654,EVODEX.0-P37659,EVODEX.0-P37664,EVODEX.0-P37727,EVODEX.0-P40775",[H]N([H])[C@]([H])(C(=O)[N:9]([C:10])[H:29])C([H])([H])C([H])([H])SC([H])([H])[H]>>[H][N:9]([C:10])[H:29]
EVODEX.0-E2402,"EVODEX.0-P37438,EVODEX.0-P37506",[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)[N:73]([C:65])[H:157])N([H])[H]>>[H][N:73]([C:65])[H:157]
EVODEX.0-E241,"EVODEX.0-P5131,EVODEX.0-P5141,EVODEX.0-P6084",[H][C:46]([N:45])([C:47])[H:81]>>O=[C:46]([C:47]=[O:48])[H:81].[H]
EVODEX.0-E2412,"EVODEX.0-P37493,EVODEX.0-P37696,EVODEX.0-P37765,EVODEX.0-P41839,EVODEX.0-P43091",[H]N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)[N:4]([C:5])[H:24]>>[H][N:4]([C:5])[H:24]
EVODEX.0-E2416,"EVODEX.0-P43946,EVODEX.0-P43957",[H]OC(=O)[C@@]([H])(N([H])[C:7](=[O:8])[C:9])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]>>[H]O[C:7](=[O:8])[C:9]
EVODEX.0-E2417,"EVODEX.0-P37526,EVODEX.0-P37619,EVODEX.0-P37629,EVODEX.0-P37717,EVODEX.0-P41972",[H]OC(=O)C([H])([H])[C@@]([H])(C(=O)[N:33]([C:25])[H:110])N([H])[H]>>[H][N:33]([C:25])[H:110]
EVODEX.0-E2418,"EVODEX.0-P37539,EVODEX.0-P37724,EVODEX.0-P43663",[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)[N:10]([C:11])[H:30])N([H])[H]>>[H][N:10]([C:11])[H:30]
EVODEX.0-E2419,"EVODEX.0-P37547,EVODEX.0-P37708",[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)[N:12]([C:13])[C:16])N([H])[H]>>[H][N:12]([C:13])[C:16]
EVODEX.0-E2422,"EVODEX.0-P37558,EVODEX.0-P37701",[H]N([H])[C@]([H])(C(=O)[N:9]([C:10])[C:13])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]>>[H][N:9]([C:10])[C:13]
EVODEX.0-E2423,EVODEX.0-P37563,[H]N([H])[C@]([H])(C(=O)[N:8]([C:9])[C:12])C([H])(C([H])([H])[H])C([H])([H])[H]>>[H][N:8]([C:9])[C:12]
EVODEX.0-E2424,"EVODEX.0-P37583,EVODEX.0-P40337",[H]N([H])C([H])([H])C(=O)[N:5]([C:6])[H:70]>>[H][N:5]([C:6])[H:70]
EVODEX.0-E2428,"EVODEX.0-P38294,EVODEX.0-P38325,EVODEX.0-P38383,EVODEX.0-P38393,EVODEX.0-P38497,EVODEX.0-P38544,EVODEX.0-P38631,EVODEX.0-P38637,EVODEX.0-P38757,EVODEX.0-P42504,EVODEX.0-P43951",[H]OC(=O)[C@@]([H])(N([H])[C:3](=[O:2])[C:4])C([H])([H])C1:C([H]):C([H]):C([H]):C([H]):C:1[H]>>[H]O[C:3](=[O:2])[C:4]
EVODEX.0-E243,EVODEX.0-P26133,O=[C:47]([C:48]=[O:49])[H:83]>>[H]N([H])[C:47]([H])([C:48])[H:83]
EVODEX.0-E2430,"EVODEX.0-P37831,EVODEX.0-P38549",[H]OC(=O)[C@@]([H])(N([H])[C:8]([C:2])=[O:9])C([H])([H])C1:C([H]):N([H]):C2:C([H]):C([H]):C([H]):C([H]):C:1:2>>[H]O[C:8]([C:2])=[O:9]
EVODEX.0-E244,"EVODEX.0-P4418,EVODEX.0-P4442,EVODEX.0-P5059,EVODEX.0-P5071,EVODEX.0-P5085,EVODEX.0-P5093",[H]N([H])[C@@:23]([H])([C:22])[C:25]>>O=[C:23]([C:22])[C:25]
EVODEX.0-E2441,"EVODEX.0-P38666,EVODEX.0-P42509",[H]OC(=O)[C@@]([H])(N([H])[C:7](=[O:8])[C:9])C([H])([H])C([H])([H])SC([H])([H])[H]>>[H]O[C:7](=[O:8])[C:9]
EVODEX.0-E2443,"EVODEX.0-P38554,EVODEX.0-P39098",[H]OC(=O)[C@@]([H])(N([H])[C:7]([C:5])=[O:8])C([H])([H])C1:C([H]):C([H]):C(O[H]):C([H]):C:1[H]>>[H]O[C:7]([C:5])=[O:8]
EVODEX.0-E2444,EVODEX.0-P37760,[H][N:13]([C:14])[H:23]>>[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)[N:13]([C:14])[H:23])N([H])[H]
EVODEX.0-E2447,EVODEX.0-P37781,[H]OC(=O)[C@@]([H])(N([H])[C:4]([C:3])=[O:5])C([H])([H])C1:C([H]):N:C([H]):N:1[H]>>[H]O[C:4]([C:3])=[O:5]
EVODEX.0-E2450,"EVODEX.0-P37800,EVODEX.0-P37810,EVODEX.0-P43086",[H]OC1:C([H]):C([H]):C(C([H])([H])[C@@]([H])(C(=O)[N:8]([C:6])[H:34])N([H])[H]):C([H]):C:1[H]>>[H][N:8]([C:6])[H:34]
EVODEX.0-E2455,"EVODEX.0-P37817,EVODEX.0-P38125,EVODEX.0-P38301,EVODEX.0-P38307,EVODEX.0-P38313,EVODEX.0-P38319,EVODEX.0-P38351,EVODEX.0-P38367,EVODEX.0-P38372,EVODEX.0-P38429,EVODEX.0-P38458,EVODEX.0-P38532,EVODEX.0-P38538,EVODEX.0-P38571,EVODEX.0-P38577,EVODEX.0-P38613,EVODEX.0-P38619,EVODEX.0-P42534",[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[C:10](=[O:11])[C:12]>>[H]O[C:10](=[O:11])[C:12]
EVODEX.0-E2457,"EVODEX.0-P37822,EVODEX.0-P38164,EVODEX.0-P38423,EVODEX.0-P38463,EVODEX.0-P38469,EVODEX.0-P38607,EVODEX.0-P42568",[H]OC(=O)[C@@]([H])(N([H])[C:8](=[O:9])[C:10])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H]>>[H]O[C:8](=[O:9])[C:10]
EVODEX.0-E2459,"EVODEX.0-P37826,EVODEX.0-P38355,EVODEX.0-P38435,EVODEX.0-P38441,EVODEX.0-P38447,EVODEX.0-P38583,EVODEX.0-P38589,EVODEX.0-P38595,EVODEX.0-P38601,EVODEX.0-P38643,EVODEX.0-P38767,EVODEX.0-P43040,EVODEX.0-P43045,EVODEX.0-P43050,EVODEX.0-P43054,EVODEX.0-P43275,EVODEX.0-P43485,EVODEX.0-P43489,EVODEX.0-P43667",[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[C:9](=[O:10])[C:11]>>[H]O[C:9](=[O:10])[C:11]
EVODEX.0-E246,"EVODEX.0-P4431,EVODEX.0-P4461",O=[C:5]([C:4])[C:7]>>[H]N([H])[C@@:5]([H])([C:4])[C:7]
EVODEX.0-E2463,"EVODEX.0-P38683,EVODEX.0-P38762,EVODEX.0-P41094,EVODEX.0-P42051",[H]OC(=O)[C@@]([H])(N([H])[C:7]([C:5])=[O:8])C([H])(C([H])([H])[H])C([H])([H])[H]>>[H]O[C:7]([C:5])=[O:8]
EVODEX.0-E2465,"EVODEX.0-P38672,EVODEX.0-P39369,EVODEX.0-P42811",[H]OC(=O)[C@@]([H])(N([H])[C:3]([C:2])=[O:4])C([H])([H])C(=O)N([H])[H]>>[H]O[C:3]([C:2])=[O:4]
EVODEX.0-E2467,"EVODEX.0-P38130,EVODEX.0-P42805",[H]OC(=O)C([H])(N([H])[C:4]([C:2])=[O:5])C([H])([H])O[H]>>[H]O[C:4]([C:2])=[O:5]
EVODEX.0-E2472,EVODEX.0-P38243,[H]N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)[N:11]([C:12])[H:34])C([H])([H])[H])C([H])([H])[H]>>[H][N:11]([C:12])[H:34]
EVODEX.0-E2475,EVODEX.0-P38059,[H]N([H])C([H])([H])C(=O)N([H])C([H])([H])C(=O)[N:9]([C:10])[H:26]>>[H][N:9]([C:10])[H:26]
EVODEX.0-E2480,"EVODEX.0-P38153,EVODEX.0-P42558,EVODEX.0-P42563",[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[C:8](=[O:9])[C:10]>>[H]O[C:8](=[O:9])[C:10]
EVODEX.0-E25,EVODEX.0-P191,[H]C([H])([H])C(=O)[C:4]([C:5])([H:106])[H:107]>>[H][C:4]([C:5])([H:106])[H:107]
EVODEX.0-E250,"EVODEX.0-P37672,EVODEX.0-P39680,EVODEX.0-P39686,EVODEX.0-P40209,EVODEX.0-P40221,EVODEX.0-P40449,EVODEX.0-P40525,EVODEX.0-P40531,EVODEX.0-P42298,EVODEX.0-P42313,EVODEX.0-P42579,EVODEX.0-P42591,EVODEX.0-P42597,EVODEX.0-P42769,EVODEX.0-P42780,EVODEX.0-P42786,EVODEX.0-P42895,EVODEX.0-P42901,EVODEX.0-P42906,EVODEX.0-P42912,EVODEX.0-P42918,EVODEX.0-P42963,EVODEX.0-P42973,EVODEX.0-P42978,EVODEX.0-P42983,EVODEX.0-P43271,EVODEX.0-P43342,EVODEX.0-P43527,EVODEX.0-P43533,EVODEX.0-P43722,EVODEX.0-P43728,EVODEX.0-P43734,EVODEX.0-P43739,EVODEX.0-P43902,EVODEX.0-P43908,EVODEX.0-P43988,EVODEX.0-P43999",[H]N([H])[C:2](=[O:3])[C:4]>>[H]O[C:2](=[O:3])[C:4]
EVODEX.0-E2501,"EVODEX.0-P38360,EVODEX.0-P42421,EVODEX.0-P42524,EVODEX.0-P43495,EVODEX.0-P43500,EVODEX.0-P44026",[H]OC(=O)C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[C:8](=[O:9])[C:10]>>[H]O[C:8](=[O:9])[C:10]
EVODEX.0-E251,"EVODEX.0-P11966,EVODEX.0-P11985,EVODEX.0-P12004,EVODEX.0-P25887,EVODEX.0-P4508,EVODEX.0-P4882,EVODEX.0-P4894,EVODEX.0-P4906,EVODEX.0-P4918,EVODEX.0-P4963,EVODEX.0-P4975,EVODEX.0-P4987,EVODEX.0-P4999,EVODEX.0-P5011,EVODEX.0-P5023,EVODEX.0-P5035,EVODEX.0-P5166,EVODEX.0-P5176,EVODEX.0-P5188,EVODEX.0-P5200,EVODEX.0-P5212,EVODEX.0-P5224,EVODEX.0-P5241,EVODEX.0-P5733,EVODEX.0-P5754,EVODEX.0-P5933,EVODEX.0-P5945,EVODEX.0-P5954,EVODEX.0-P5967,EVODEX.0-P5977,EVODEX.0-P5989,EVODEX.0-P5999,EVODEX.0-P6009,EVODEX.0-P6020,EVODEX.0-P6030,EVODEX.0-P6061,EVODEX.0-P6074",[H]N([H])[C:2]([H])([C:3])[H:14]>>O=[C:2]([C:3])[H:14]
EVODEX.0-E2512,EVODEX.0-P42701,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C(=O)[N:6]([C:7])[H:27]>>[H][N:6]([C:7])[H:27]
EVODEX.0-E2514,"EVODEX.0-P43281,EVODEX.0-P43962,EVODEX.0-P44011,EVODEX.0-P44022",[H]OC(=O)[C@@]([H])(N([H])[C:8](=[O:9])[C:10])C([H])([H])C([H])([H])C(=O)N([H])[H]>>[H]O[C:8](=[O:9])[C:10]
EVODEX.0-E253,"EVODEX.0-P4560,EVODEX.0-P5459,EVODEX.0-P5529,EVODEX.0-P5564,EVODEX.0-P5627,EVODEX.0-P5637,EVODEX.0-P5657,EVODEX.0-P5675,EVODEX.0-P5780",O=[C:2]([C:1])[C:4]=[O:5].[H][N:8]([C:7])[H:64]>>[H][C@:2]([C:1])([C:4])[N:8]([C:7])[H:64]
EVODEX.0-E2553,"EVODEX.0-P40214,EVODEX.0-P42317,EVODEX.0-P42584,EVODEX.0-P42775",[H]O[C:3](=[O:2])[C:5]>>[H]N([H])[C:3](=[O:2])[C:5]
EVODEX.0-E259,EVODEX.0-P25895,O=[C:8]([C:9])[H:21]>>[H]N([H])[C:8]([H])([C:9])[H:21]
EVODEX.0-E2618,EVODEX.0-P42346,[C:1][C:2](=[O:3])[O:4].[H][N:5]([O:6])[H:11]>>[C:1][C:2](=[O:3])[N:5]([O:6])[H:11].[H]
EVODEX.0-E2635,"EVODEX.0-P42479,EVODEX.0-P42484",[H]N1C(=O)N([H])[C@@]2([H])C([H])([H])S[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[N:17]([C:18])[H:29])[C@@]12[H]>>[H][N:17]([C:18])[H:29]
EVODEX.0-E264,EVODEX.0-P4794,[H]OC(=O)C([H])([H])[C@]([H])(C(=O)O[H])[N:2]([C:1])[H:17]>>[H][N:2]([C:1])[H:17]
EVODEX.0-E2654,EVODEX.0-P42709,[H][N:15]([C:14])[H:39]>>[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C(=O)[N:15]([C:14])[H:39]
EVODEX.0-E2666,"EVODEX.0-P42754,EVODEX.0-P43250",[H]OC(=O)/[C:6](=[C:5](\N([H])[C:2]([C:1])=[O:3])[H:20])[C:7]>>[H]O[C:2]([C:1])=[O:3].[H][C:6]([H])([C:5](=O)[H:20])[C:7]
EVODEX.0-E2677,EVODEX.0-P42921,[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[N:9]([C:10])[H:31]>>[H][N:9]([C:10])[H:31]
EVODEX.0-E268,EVODEX.0-P5804,[H]OC(=O)C([H])([H])N([H])[C:13]([H])([C:12])[H:32]>>O=[C:13]([C:12])[H:32]
EVODEX.0-E2711,"EVODEX.0-P43321,EVODEX.0-P43326,EVODEX.0-P43335",[H]OC(=O)C([H])([H])N([H])[C:8]([C:7]=[C:6])=[O:9]>>[H]O[C:8]([C:7]=[C:6])=[O:9]
EVODEX.0-E2715,"EVODEX.0-P43371,EVODEX.0-P43393",[H]N([H])C(=O)O[C:2]([C:1])([H:11])[H:12]>>[H]O[C:2]([C:1])([H:11])[H:12]
EVODEX.0-E2733,EVODEX.0-P43480,[H]O[C:2]([C:1])=[O:3]>>[H]OC(=O)[C@]([H])(N([H])[C:2]([C:1])=[O:3])C([H])([H])C1:C([H]):C([H]):C([H]):C([H]):C:1[H]
EVODEX.0-E2737,"EVODEX.0-P43516,EVODEX.0-P43983,EVODEX.0-P43994",[H]N([H])[C:2](=[O:3])[N:4]>>[H]O[C:2](=[O:3])[N:4]
EVODEX.0-E2759,"EVODEX.0-P43920,EVODEX.0-P43925",[H][C:13]([N:12])([O:14])[C:15]([C:16])=[O:17]>>[H][C@:15]([C:13](=O)[O:14])([C:16])[O:17][H].[H]
EVODEX.0-E276,"EVODEX.0-P5237,EVODEX.0-P5275",[H][N:1]([C@@:2]([H])([C:3])[C:7])[H:12]>>[N:1](=[C:2]([C:3])[C:7]=[O:8])[H:12]
EVODEX.0-E2766,"EVODEX.0-P44040,EVODEX.0-P44051",O=C(O[C:6](:[C:7]):[C:15])[N:2]([C:1])[H:20]>>[H][N:2]([C:1])[H:20].[H]O[C:6](:[C:7]):[C:15]
EVODEX.0-E2770,"EVODEX.0-P44068,EVODEX.0-P44074,EVODEX.0-P44080,EVODEX.0-P44090,EVODEX.0-P44096,EVODEX.0-P44117,EVODEX.0-P44159,EVODEX.0-P47409",[C:5][C:6](=[O:7])[O:8].[H][N:1]([C:2])[H:9]>>[N:1]([C:2])([C:6]([C:5])=[O:7])[H:9].[H]
EVODEX.0-E2771,EVODEX.0-P44086,[C:18][C:19](=[O:20])[O:21].[H]O[C:10]([C:9])=[O:11].[H][N:16]([C:15])[H:37].[H][N:7]([C:6])[H:30]>>[C:15][N:16]([C:19]([C:18])=[O:20])[H:37].[C:6][N:7]([C:10]([C:9])=[O:11])[H:30].[H]
EVODEX.0-E2782,"EVODEX.0-P44226,EVODEX.0-P44230,EVODEX.0-P44243,EVODEX.0-P44248,EVODEX.0-P44253,EVODEX.0-P44284,EVODEX.0-P44290,EVODEX.0-P44296,EVODEX.0-P44318,EVODEX.0-P44323,EVODEX.0-P44368,EVODEX.0-P44374,EVODEX.0-P44380,EVODEX.0-P44385,EVODEX.0-P44390,EVODEX.0-P44395,EVODEX.0-P44400,EVODEX.0-P44405,EVODEX.0-P44416,EVODEX.0-P44421,EVODEX.0-P44426,EVODEX.0-P44476,EVODEX.0-P44481,EVODEX.0-P44486,EVODEX.0-P44492,EVODEX.0-P44524,EVODEX.0-P44536,EVODEX.0-P44553,EVODEX.0-P44559,EVODEX.0-P44565,EVODEX.0-P44610,EVODEX.0-P44616,EVODEX.0-P44622,EVODEX.0-P44628,EVODEX.0-P44668,EVODEX.0-P44674,EVODEX.0-P44680,EVODEX.0-P44710,EVODEX.0-P44734,EVODEX.0-P44739,EVODEX.0-P44760,EVODEX.0-P44771,EVODEX.0-P44811,EVODEX.0-P44824,EVODEX.0-P44829",[N:1](=[C:2]([N:3])[N:4])[H:14]>>[H][N:1]([C:2](=O)[N:3])[H:14].[H]
EVODEX.0-E2784,EVODEX.0-P44262,[H][N:10]([C:11])[H:14].[N:4][C@@:5]([O:6])([C:7])[H:21]>>[N:4][C:5]([C:7])([N:10]([C:11])[H:14])[H:21].[H]
EVODEX.0-E2786,"EVODEX.0-P44267,EVODEX.0-P48470,EVODEX.0-P48473,EVODEX.0-P48476,EVODEX.0-P48479,EVODEX.0-P48482,EVODEX.0-P48485",[H][O:6][C@:5]([N:4])([C:7])[H:13]>>[C:5](=[O:6])([C:7]=[O:8])[H:13].[H]
EVODEX.0-E2789,"EVODEX.0-P44273,EVODEX.0-P44335,EVODEX.0-P44341,EVODEX.0-P44347,EVODEX.0-P44352",[H]N=[C:2]([N:3])[H:14]>>O=[C:2]([N:3])[H:14]
EVODEX.0-E2794,"EVODEX.0-P44329,EVODEX.0-P44530",[H][N:9]([C:8](=O)[N:7])[H:22]>>[H]N([H])[C:8]([N:7])=[N:9][H:22]
