id,sources,smirks
EVODEX.0-E45,"EVODEX.0-P1075,EVODEX.0-P13924,EVODEX.0-P13926,EVODEX.0-P1498,EVODEX.0-P1535,EVODEX.0-P336,EVODEX.0-P340,EVODEX.0-P504,EVODEX.0-P739,EVODEX.0-P831,EVODEX.0-P917,EVODEX.0-P981,EVODEX.0-P987",[H][C:3]([C:2])([O:4][H])[H:56]>>[C:1]=[C:2][C:3](=[O:4])[H:56]
EVODEX.0-E450,"EVODEX.0-P6917,EVODEX.0-P7028",[C:1][C:2]1:[C:3]([H:16]):[C:4]([H:17]):[C:5]([O:6]):[C:7]([O:8]):[C:9]:1[C:10]>>O=[C:7](/[C:5](=[C:4]([C:3](=[C:2](\[C:1])[C:9](=O)[C:10])/[H:16])\[H:17])[O:6])[O:8]
EVODEX.0-E452,"EVODEX.0-P6940,EVODEX.0-P7356",[H][O:8][C:7]1:[C:6]([H:18]):[C:5]([C:4]):[C:11]([O:12]):[C:10]([H:21]):[C:9]:1[H:20]>>[H][C:6]([C:5](=O)[C:4])([C:7](=[O:8])/[C:9](=[C:10](\[C:11](=O)[O:12])[H:21])[H:20])[H:18]
EVODEX.0-E454,"EVODEX.0-P7031,EVODEX.0-P7034,EVODEX.0-P7037,EVODEX.0-P7200",[C:3][C:4]1:[C:5]([H:23]):[N:6]([H:24]):[C:7](:[C:8]):[C:12]:1:[C:11]>>O=[C:4]([C:3])[C:12](:[C:7]([N:6]([C:5](=O)[H:23])[H:24]):[C:8]):[C:11]
EVODEX.0-E456,"EVODEX.0-P6959,EVODEX.0-P6960,EVODEX.0-P6963,EVODEX.0-P6968,EVODEX.0-P7070,EVODEX.0-P7076,EVODEX.0-P7082,EVODEX.0-P7088,EVODEX.0-P7126,EVODEX.0-P7132,EVODEX.0-P7233,EVODEX.0-P7236,EVODEX.0-P7289",[H][C:28](/[C:27](=[C:26](\[C:25])[H:88])[H:89])([C:29])[H:90]>>[H]OO[C:26]([C:25])([C:27](=[C:28]([C:29]=[C:30])[H:90])[H:89])[H:88]
EVODEX.0-E458,"EVODEX.0-P6970,EVODEX.0-P6973,EVODEX.0-P6980",[C:4][C:5]1:[C:6]([H:18]):[C:7]([H:19]):[C:8]([O:9]):[C:10]([O:11]):[C:12]:1[H:22]>>O=[C:10](/[C:8](=[C:7]([C:6](=[C:5](\[C:4])[C:12](=O)[H:22])\[H:18])/[H:19])[O:9])[O:11]
EVODEX.0-E46,"EVODEX.0-P1077,EVODEX.0-P1500,EVODEX.0-P1537,EVODEX.0-P338,EVODEX.0-P342,EVODEX.0-P506,EVODEX.0-P741,EVODEX.0-P919,EVODEX.0-P983,EVODEX.0-P985",[C:1]=[C:2][C:3](=[O:4])[H:56]>>[H][C:3]([C:2])([O:4][H])[H:56]
EVODEX.0-E460,"EVODEX.0-P6992,EVODEX.0-P6998,EVODEX.0-P7000",[C:4]:[C:5]1:[N:6]([H:18]):[C:7]([H:19]):[C:8]([H:20]):[C:9]:1:[C:10]>>O=[C:7]([N:6]([C:5](:[C:4]):[C:9]([C:8](=O)[H:20]):[C:10])[H:18])[H:19]
EVODEX.0-E463,"EVODEX.0-P7004,EVODEX.0-P7007,EVODEX.0-P7010,EVODEX.0-P7013,EVODEX.0-P7019,EVODEX.0-P7021",[H][S:4][C:3]>>[H]O[S:4](=O)[C:3]
EVODEX.0-E466,"EVODEX.0-P7041,EVODEX.0-P7047,EVODEX.0-P7053,EVODEX.0-P7059",[H]OC(=O)[C:4](=[O:5])[C:6][C:7]:[C:8]([H]):[C:9]>>[H]O[C:4](=[O:5])[C:6][C:7]:[C:8](O[H]):[C:9]
EVODEX.0-E469,EVODEX.0-P7078,[H][C:26]([C:25])=[C:27]>>[H]O[C:26]([C:25])=[C:27]
EVODEX.0-E47,"EVODEX.0-P1178,EVODEX.0-P3295,EVODEX.0-P635",[H][C:51]([O:50])([O:52][C:53])[C:77]>>[H]O.[O:50][C:51](=[O:52])[C:77]
EVODEX.0-E470,EVODEX.0-P7090,[H][C:11]([C:10])(/[C:12](=[C:13]([C:14](=[C:15](\[C:16][O:23][O:24])[H:47])\[H:46])/[H:45])[H:44])[H:42]>>[C:9]=[C:10]/[C:11](=[C:12]([C:13](=[C:14](/[C@@:15]1([H:47])[C:16][O:23]1)[H:46])/[H:45])\[H:44])[H:42].[H]
EVODEX.0-E473,EVODEX.0-P7144,[H]OC1:C([H]):C([H]):C(/C([H])=[C:7](/[C:8])[H:28]):C([H]):C:1OC([H])([H])[H]>>O=[C:7]([C:8])[H:28]
EVODEX.0-E475,"EVODEX.0-P7147,EVODEX.0-P7150,EVODEX.0-P7277,EVODEX.0-P7280,EVODEX.0-P7283,EVODEX.0-P7286,EVODEX.0-P7298,EVODEX.0-P7500,EVODEX.0-P7503,EVODEX.0-P7506",[H][C:11]([C:10])([C:12])[H:42]>>[H]OO[C:11]([C:10])([C:12])[H:42]
EVODEX.0-E478,"EVODEX.0-P7153,EVODEX.0-P7467",[H]OC(=O)[C:4](=[O:5])[C:6]([H])([C:7])[H:17]>>[H]O[C:4](=[O:5])[C:6](O[H])([C:7])[H:17]
EVODEX.0-E48,"EVODEX.0-P680,EVODEX.0-P841",[H][C@:48]([C:46])([O:49][H])[C:50]>>[O:45]=[C:46][C:48](=[O:49])[C:50]=[O:51]
EVODEX.0-E482,"EVODEX.0-P7206,EVODEX.0-P7214,EVODEX.0-P7222",[H]O/C([H])=[C:7](/[C:5]=[O:6])[O:8]>>O=[C:7]([C:5]=[O:6])[O:8]
EVODEX.0-E49,"EVODEX.0-P1013,EVODEX.0-P1086,EVODEX.0-P1090,EVODEX.0-P1106,EVODEX.0-P1108,EVODEX.0-P1113,EVODEX.0-P1121,EVODEX.0-P1133,EVODEX.0-P1137,EVODEX.0-P1190,EVODEX.0-P1293,EVODEX.0-P1370,EVODEX.0-P1669,EVODEX.0-P1671,EVODEX.0-P4070,EVODEX.0-P725,EVODEX.0-P729,EVODEX.0-P989,EVODEX.0-P991,EVODEX.0-P995,EVODEX.0-P999",[H][C@@:6]([C:5])([O:7][H])[C:8]>>[C:5][C:6](=[O:7])[C:8]=[C:9]
EVODEX.0-E490,"EVODEX.0-P7292,EVODEX.0-P7295,EVODEX.0-P7463",[H][C:11](/[C:10](=[C:9](\[C:8])[H:36])[H:37])([C:12])[H:38]>>[H]OO[C@:9]([C:8])(/[C:10](=[C:11](/[C:12])[H:38])[H:37])[H:36]
EVODEX.0-E492,EVODEX.0-P7300,[H]/C(C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])=C([H])\C(=C([H])\C([H])=C([H])\C(=C([H])\C([H])=[C:15](\[C:16]=[C:17]\[C:19]=[C:20]\[C:21]=[C:22]\[C:24]=[C:25][C:26]=[C:27])[H:59])C([H])([H])[H])C([H])([H])[H]>>O=[C:15](/[C:16]=[C:17]/[C:19]=[C:20]/[C:21]=[C:22]/[C:24]=[C:25][C:26]=[C:27])[H:59]
EVODEX.0-E493,EVODEX.0-P7332,[H]O[C@]1([H])C([H])([H])C(C([H])([H])[H])=C(/C([H])=C([H])/C(=C([H])/C([H])=C([H])/C(=C([H])/C([H])=[C:55](/[C:54]=[C:52]/[C:51]=[C:50]/[C:49]=[C:47]/[C:46]=[C:45]/[C:44]=[C:43])[H:158])C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H]>>O=[C:55]([C:54]=[C:52]/[C:51]=[C:50]/[C:49]=[C:47]/[C:46]=[C:45]/[C:44]=[C:43])[H:158]
EVODEX.0-E494,"EVODEX.0-P34714,EVODEX.0-P7306,EVODEX.0-P7339",>>O.O.O.O
EVODEX.0-E5,"EVODEX.0-P1005,EVODEX.0-P1017,EVODEX.0-P1029,EVODEX.0-P1033,EVODEX.0-P1039,EVODEX.0-P1043,EVODEX.0-P1045,EVODEX.0-P1050,EVODEX.0-P1054,EVODEX.0-P1063,EVODEX.0-P1084,EVODEX.0-P1096,EVODEX.0-P1100,EVODEX.0-P1117,EVODEX.0-P1129,EVODEX.0-P1148,EVODEX.0-P1152,EVODEX.0-P1156,EVODEX.0-P1160,EVODEX.0-P11608,EVODEX.0-P1164,EVODEX.0-P1170,EVODEX.0-P1184,EVODEX.0-P1193,EVODEX.0-P1223,EVODEX.0-P124,EVODEX.0-P1241,EVODEX.0-P1247,EVODEX.0-P1249,EVODEX.0-P1279,EVODEX.0-P1281,EVODEX.0-P1305,EVODEX.0-P1309,EVODEX.0-P1361,EVODEX.0-P1367,EVODEX.0-P1372,EVODEX.0-P1374,EVODEX.0-P1421,EVODEX.0-P1427,EVODEX.0-P1488,EVODEX.0-P1491,EVODEX.0-P1512,EVODEX.0-P1524,EVODEX.0-P1529,EVODEX.0-P153,EVODEX.0-P1531,EVODEX.0-P1543,EVODEX.0-P1545,EVODEX.0-P1547,EVODEX.0-P1552,EVODEX.0-P1561,EVODEX.0-P157,EVODEX.0-P1571,EVODEX.0-P1573,EVODEX.0-P1589,EVODEX.0-P1608,EVODEX.0-P1610,EVODEX.0-P1612,EVODEX.0-P1614,EVODEX.0-P1629,EVODEX.0-P1643,EVODEX.0-P1667,EVODEX.0-P1691,EVODEX.0-P1697,EVODEX.0-P1703,EVODEX.0-P1706,EVODEX.0-P1710,EVODEX.0-P1712,EVODEX.0-P1715,EVODEX.0-P1735,EVODEX.0-P1737,EVODEX.0-P1739,EVODEX.0-P1741,EVODEX.0-P1744,EVODEX.0-P1757,EVODEX.0-P1801,EVODEX.0-P1811,EVODEX.0-P1816,EVODEX.0-P1838,EVODEX.0-P1851,EVODEX.0-P1908,EVODEX.0-P1910,EVODEX.0-P1912,EVODEX.0-P1914,EVODEX.0-P196,EVODEX.0-P1971,EVODEX.0-P1973,EVODEX.0-P1975,EVODEX.0-P200,EVODEX.0-P2015,EVODEX.0-P276,EVODEX.0-P28,EVODEX.0-P280,EVODEX.0-P306,EVODEX.0-P312,EVODEX.0-P318,EVODEX.0-P320,EVODEX.0-P324,EVODEX.0-P330,EVODEX.0-P334,EVODEX.0-P348,EVODEX.0-P374,EVODEX.0-P376,EVODEX.0-P38,EVODEX.0-P380,EVODEX.0-P384,EVODEX.0-P418,EVODEX.0-P42,EVODEX.0-P438,EVODEX.0-P442,EVODEX.0-P46,EVODEX.0-P49094,EVODEX.0-P49103,EVODEX.0-P49105,EVODEX.0-P49107,EVODEX.0-P49115,EVODEX.0-P49119,EVODEX.0-P49404,EVODEX.0-P54,EVODEX.0-P553,EVODEX.0-P557,EVODEX.0-P56,EVODEX.0-P570,EVODEX.0-P572,EVODEX.0-P593,EVODEX.0-P597,EVODEX.0-P615,EVODEX.0-P62,EVODEX.0-P656,EVODEX.0-P66,EVODEX.0-P662,EVODEX.0-P6671,EVODEX.0-P6675,EVODEX.0-P669,EVODEX.0-P675,EVODEX.0-P6806,EVODEX.0-P70,EVODEX.0-P702,EVODEX.0-P706,EVODEX.0-P717,EVODEX.0-P733,EVODEX.0-P747,EVODEX.0-P753,EVODEX.0-P761,EVODEX.0-P767,EVODEX.0-P773,EVODEX.0-P800,EVODEX.0-P806,EVODEX.0-P810,EVODEX.0-P814,EVODEX.0-P819,EVODEX.0-P821,EVODEX.0-P823,EVODEX.0-P825,EVODEX.0-P833,EVODEX.0-P837,EVODEX.0-P885,EVODEX.0-P895,EVODEX.0-P907,EVODEX.0-P927,EVODEX.0-P936,EVODEX.0-P941",[H][C:2]([C:1])([O:3][H])[C:4]>>[C:1][C:2](=[O:3])[C:4]
EVODEX.0-E50,"EVODEX.0-P1001,EVODEX.0-P1015,EVODEX.0-P1088,EVODEX.0-P1092,EVODEX.0-P1110,EVODEX.0-P1291,EVODEX.0-P1673,EVODEX.0-P727,EVODEX.0-P731",[C:5][C:6](=[O:7])[C:8]=[C:9]>>[H][C@@:6]([C:5])([O:7][H])[C:8]
EVODEX.0-E504,"EVODEX.0-P7523,EVODEX.0-P7533,EVODEX.0-P7553,EVODEX.0-P7563,EVODEX.0-P7583,EVODEX.0-P7593",[H]OC(=O)[C@@:2]([H])([N:1])[C:3]>>O=[C:2]([N:1])[C:3]
EVODEX.0-E509,EVODEX.0-P31098,[H][O:38][C:37]>>[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])[O:38][C:37]
EVODEX.0-E51,"EVODEX.0-P1708,EVODEX.0-P2037,EVODEX.0-P2039,EVODEX.0-P789",[H][C@@:4]([C:2])([O:5][H])[C:6]>>[C:2][C:4](=[O:5])[C:6]=[N:7]
EVODEX.0-E516,"EVODEX.0-P7670,EVODEX.0-P7675,EVODEX.0-P7680",[H][C:26]([H])([C:12])[C:25]>>O=[C:26]([C:12])[C:25]
EVODEX.0-E52,"EVODEX.0-P5580,EVODEX.0-P791",[H][C:6]([C:4])([C:7])[N:17]([H])[C:16]>>[C:4](=[O:5])[C:6]([C:7])=[N:17][C:16]
EVODEX.0-E524,"EVODEX.0-P7720,EVODEX.0-P7738,EVODEX.0-P7752,EVODEX.0-P7766,EVODEX.0-P7780,EVODEX.0-P7794,EVODEX.0-P7822,EVODEX.0-P7836,EVODEX.0-P7873,EVODEX.0-P7887,EVODEX.0-P7901,EVODEX.0-P7915,EVODEX.0-P7985,EVODEX.0-P7999,EVODEX.0-P8013,EVODEX.0-P8027,EVODEX.0-P8041,EVODEX.0-P8055,EVODEX.0-P8069,EVODEX.0-P8081,EVODEX.0-P8100,EVODEX.0-P8134,EVODEX.0-P8162,EVODEX.0-P8176,EVODEX.0-P8190,EVODEX.0-P8218,EVODEX.0-P8232,EVODEX.0-P8260,EVODEX.0-P8394,EVODEX.0-P8408,EVODEX.0-P8422,EVODEX.0-P8436,EVODEX.0-P8450,EVODEX.0-P8520,EVODEX.0-P8534,EVODEX.0-P8548,EVODEX.0-P8669,EVODEX.0-P8689,EVODEX.0-P8703,EVODEX.0-P8717,EVODEX.0-P8731,EVODEX.0-P9008,EVODEX.0-P9036,EVODEX.0-P9174,EVODEX.0-P9188,EVODEX.0-P9202,EVODEX.0-P9246,EVODEX.0-P9260,EVODEX.0-P9288,EVODEX.0-P9358,EVODEX.0-P9372,EVODEX.0-P9499",[H][C:6]([C:5])([C:7])[H:34].[H]OC(=O)[C:16]([C:15])=[O:17]>>[H]O[C@@:6]([C:5])([C:7])[H:34].[H]O[C:16]([C:15])=[O:17]
EVODEX.0-E53,"EVODEX.0-P1652,EVODEX.0-P795",[H][C@:5]([N:4])([O:6][H])[C:7]>>[N:4][C:5](=[O:6])[C:7]=[O:8]
EVODEX.0-E534,EVODEX.0-P7943,[H][C:17]([C:15])([O:18])[H:28].[H]OC(=O)[C:6]([C:5])=[O:7]>>[H]O[C:17]([C:15])([O:18])[H:28].[H]O[C:6]([C:5])=[O:7]
EVODEX.0-E54,"EVODEX.0-P1650,EVODEX.0-P798",[N:48][C:49](=[O:50])[C:51]=[O:52]>>[H][C:49]([N:48])([O:50][H])[C:51]
EVODEX.0-E542,"EVODEX.0-P10556,EVODEX.0-P10566,EVODEX.0-P11420,EVODEX.0-P11578,EVODEX.0-P11785,EVODEX.0-P11795,EVODEX.0-P11805,EVODEX.0-P11825,EVODEX.0-P12143,EVODEX.0-P12217,EVODEX.0-P12292,EVODEX.0-P12302,EVODEX.0-P12534,EVODEX.0-P12638,EVODEX.0-P12648,EVODEX.0-P12658,EVODEX.0-P12668,EVODEX.0-P12777,EVODEX.0-P12802,EVODEX.0-P12817,EVODEX.0-P13142,EVODEX.0-P13197,EVODEX.0-P13207,EVODEX.0-P13222,EVODEX.0-P13877,EVODEX.0-P26171,EVODEX.0-P9821,EVODEX.0-P9851",[H][C:1]([C:2])([H:73])[H:74]>>[H]O[C:1]([C:2])([H:73])[H:74]
EVODEX.0-E543,"EVODEX.0-P7864,EVODEX.0-P7929,EVODEX.0-P7971,EVODEX.0-P8562,EVODEX.0-P8576,EVODEX.0-P8590,EVODEX.0-P8604",[H][C:1]([C:2])([H:23])[H:24].[H]OC(=O)[C:16]([C:15])=[O:17]>>[H]O[C:1]([C:2])([H:23])[H:24].[H]O[C:16]([C:15])=[O:17]
EVODEX.0-E55,"EVODEX.0-P1784,EVODEX.0-P856,EVODEX.0-P871",[H]OC(=O)[C@@:23]([C:16])([C@:21]([H])([C:20])[O:22][H])[C:24]>>[H][C@:23]([C:16])([C:21]([C:20])=[O:22])[C:24]
EVODEX.0-E555,"EVODEX.0-P8114,EVODEX.0-P8146",[H]O[C@:20]([C:19])([C:22])[H:53].[H]O[C:28]([C:27])=[O:29]>>[H][C:20]([C:19])([C:22])[H:53].[H]OC(=O)[C:28]([C:27])=[O:29]
EVODEX.0-E557,EVODEX.0-P8500,[H]O[C:28]([C:27])=[O:29]>>[H]OC(=O)[C:28]([C:27])=[O:29]
EVODEX.0-E56,"EVODEX.0-P1772,EVODEX.0-P1778,EVODEX.0-P862",[H]OC(=O)[C@:7]([C@:5]([H])([C:4])[O:6][H])([C:11])[H:76]>>[H][C:7]([C:5]([C:4])=[O:6])([C:11])[H:76]
EVODEX.0-E569,"EVODEX.0-P8280,EVODEX.0-P8310,EVODEX.0-P8330,EVODEX.0-P8360",[H][C:3]([C:2])([S:4](=[O:5])(=[O:6])[O:7])[H:24].[H]OC(=O)[C:13]([C:12])=[O:14]>>O=[C:3]([C:2])[H:24].[H]O[C:13]([C:12])=[O:14].[H][O:5][S:4](=[O:6])[O:7]
EVODEX.0-E57,"EVODEX.0-P1135,EVODEX.0-P993",[H][C@@:6]([C:5])([O:7][H])[C:8]>>[C:5][C:6](=[O:7])[C:8]=[C:9][C:10]=[C:11][C:21]=[O:22]
EVODEX.0-E579,"EVODEX.0-P8454,EVODEX.0-P8482",[H][C:13]([N:12])([C:14])[H:41].[H][O:11][C:9].[H]OC(=O)[C:22]([C:21])=[O:23]>>[C:9][O:11][C:13]([N:12])([C:14])[H:41].[H]O[C:22]([C:21])=[O:23]
EVODEX.0-E59,"EVODEX.0-P10944,EVODEX.0-P10980,EVODEX.0-P10987,EVODEX.0-P1195,EVODEX.0-P13569",[H][C:1]([O:2])([H:58])[H:59]>>O=[C:1]([H:58])[H:59].[H]
EVODEX.0-E596,"EVODEX.0-P8613,EVODEX.0-P8852",[H][C:14]([N:13])([H:80])[H:81].[H]OC(=O)[C:57]([C:56])=[O:58]>>O=[C:14]([H:80])[H:81].[H].[H]O[C:57]([C:56])=[O:58]
EVODEX.0-E6,"EVODEX.0-P1003,EVODEX.0-P1019,EVODEX.0-P1031,EVODEX.0-P1035,EVODEX.0-P1037,EVODEX.0-P1041,EVODEX.0-P1047,EVODEX.0-P1052,EVODEX.0-P1056,EVODEX.0-P1058,EVODEX.0-P1061,EVODEX.0-P1082,EVODEX.0-P1094,EVODEX.0-P1098,EVODEX.0-P1115,EVODEX.0-P1119,EVODEX.0-P1131,EVODEX.0-P1146,EVODEX.0-P1150,EVODEX.0-P1154,EVODEX.0-P1158,EVODEX.0-P1162,EVODEX.0-P1168,EVODEX.0-P1172,EVODEX.0-P1174,EVODEX.0-P1186,EVODEX.0-P1199,EVODEX.0-P1215,EVODEX.0-P1217,EVODEX.0-P1225,EVODEX.0-P1243,EVODEX.0-P1245,EVODEX.0-P1251,EVODEX.0-P126,EVODEX.0-P1265,EVODEX.0-P1277,EVODEX.0-P1283,EVODEX.0-P1303,EVODEX.0-P1307,EVODEX.0-P1316,EVODEX.0-P1318,EVODEX.0-P1320,EVODEX.0-P1322,EVODEX.0-P1423,EVODEX.0-P1425,EVODEX.0-P1514,EVODEX.0-P1527,EVODEX.0-P1533,EVODEX.0-P1539,EVODEX.0-P1541,EVODEX.0-P155,EVODEX.0-P1554,EVODEX.0-P1559,EVODEX.0-P1563,EVODEX.0-P1567,EVODEX.0-P1569,EVODEX.0-P1584,EVODEX.0-P1586,EVODEX.0-P159,EVODEX.0-P1591,EVODEX.0-P1618,EVODEX.0-P1620,EVODEX.0-P1622,EVODEX.0-P1631,EVODEX.0-P1665,EVODEX.0-P1693,EVODEX.0-P1695,EVODEX.0-P1699,EVODEX.0-P1701,EVODEX.0-P1803,EVODEX.0-P1809,EVODEX.0-P1814,EVODEX.0-P1840,EVODEX.0-P1855,EVODEX.0-P18738,EVODEX.0-P18740,EVODEX.0-P194,EVODEX.0-P198,EVODEX.0-P278,EVODEX.0-P282,EVODEX.0-P30,EVODEX.0-P308,EVODEX.0-P310,EVODEX.0-P322,EVODEX.0-P326,EVODEX.0-P328,EVODEX.0-P332,EVODEX.0-P350,EVODEX.0-P372,EVODEX.0-P378,EVODEX.0-P382,EVODEX.0-P386,EVODEX.0-P40,EVODEX.0-P4040,EVODEX.0-P420,EVODEX.0-P44,EVODEX.0-P440,EVODEX.0-P444,EVODEX.0-P48,EVODEX.0-P52,EVODEX.0-P551,EVODEX.0-P555,EVODEX.0-P560,EVODEX.0-P562,EVODEX.0-P564,EVODEX.0-P574,EVODEX.0-P58,EVODEX.0-P595,EVODEX.0-P599,EVODEX.0-P6166,EVODEX.0-P618,EVODEX.0-P64,EVODEX.0-P658,EVODEX.0-P671,EVODEX.0-P68,EVODEX.0-P700,EVODEX.0-P704,EVODEX.0-P708,EVODEX.0-P719,EVODEX.0-P72,EVODEX.0-P735,EVODEX.0-P744,EVODEX.0-P749,EVODEX.0-P751,EVODEX.0-P763,EVODEX.0-P765,EVODEX.0-P771,EVODEX.0-P802,EVODEX.0-P804,EVODEX.0-P808,EVODEX.0-P812,EVODEX.0-P839,EVODEX.0-P887,EVODEX.0-P897,EVODEX.0-P925,EVODEX.0-P929,EVODEX.0-P931,EVODEX.0-P939",[C:1][C:2](=[O:3])[C:4]>>[H][C@@:2]([C:1])([O:3][H])[C:4]
EVODEX.0-E60,"EVODEX.0-P1201,EVODEX.0-P3755,EVODEX.0-P6669",[H][O:89][C:90]([H])([C:91])[C:96]([H])([C:95])[O:97][H]>>[O:89]=[C:90]([C:91])[C:96]([C:95])=[O:97]
EVODEX.0-E608,"EVODEX.0-P13505,EVODEX.0-P8655",[C:14][C:15](=[C:16]([C:17])[H:24])[H:23].[H]OC(=O)[C:6]([C:5])=[O:7]>>O1[C@:15]([C:14])([H:23])[C@:16]1([C:17])[H:24].[H]O[C:6]([C:5])=[O:7]
EVODEX.0-E61,"EVODEX.0-P1205,EVODEX.0-P1510",[C:3](=[C:4])[C:23]([C:22]=[C:21])=[O:24]>>[H][C@@:23]([C:3])([C:22])[O:24][H]
EVODEX.0-E617,"EVODEX.0-P13090,EVODEX.0-P13094,EVODEX.0-P13104,EVODEX.0-P13114,EVODEX.0-P13124",[H][C:13]([C:12])([N:14])[H:155]>>[H]O[C:13]([C:12])([N:14])[H:155]
EVODEX.0-E618,"EVODEX.0-P8745,EVODEX.0-P9443",[H][C:13]([C:12])([N:14])[H:155].[H]OC(=O)[C:132]([C:131])=[O:133]>>[H]O[C:13]([C:12])([N:14])[H:155].[H]O[C:132]([C:131])=[O:133]
EVODEX.0-E62,"EVODEX.0-P1207,EVODEX.0-P1508,EVODEX.0-P6789",[H][C@@:23]([C:3])([C:22])[O:24][H]>>[C:3](=[C:4])[C:23]([C:22]=[C:21])=[O:24]
EVODEX.0-E623,"EVODEX.0-P8753,EVODEX.0-P8777,EVODEX.0-P8803",[H][C:1]([O:2])([H:35])[H:36].[H]OC(=O)[C:28]([C:27])=[O:29]>>O=[C:1]([H:35])[H:36].[H]O[C:28]([C:27])=[O:29].[H]
EVODEX.0-E63,"EVODEX.0-P1211,EVODEX.0-P1213",[H][O:53][C:52]1:[C:51]([H:94]):[C:50]([O:49]):[C:62]([H:100]):[C:61](:[C:60]):[C:54]:1:[C:55]>>[H][C@:50]1([O:49])[C:51]([H])([H:94])[C:52](=[O:53])[C:54](:[C:55]):[C:61](:[C:60])[C:62]1([H])[H:100]
EVODEX.0-E638,EVODEX.0-P8828,[H][C:1]([N:2](:[C:3]):[C:10](:[C:9])=[N:11][H:30])([H:24])[H:25].[H]OC(=O)[C:17]([C:16])=[O:18]>>O=[C:1]([H:24])[H:25].[H]O[C:17]([C:16])=[O:18].[H][N:11]([C:10](:[N:2]:[C:3]):[C:9])[H:30]
EVODEX.0-E64,EVODEX.0-P1256,[H]OC(=O)[C@@:46]([N:45])([C@:50]([H])([O:51][H])[C:52])[H:88]>>[H][C:46]([N:45])([C:50](=[O:51])[C:52])[H:88]
EVODEX.0-E65,EVODEX.0-P1330,[H][C:1](=[O:2])[H:67].[H][S:56][C:55]>>[C:1](=[O:2])([S:56][C:55])[H:67]
EVODEX.0-E653,EVODEX.0-P8949,[H][C@@:28]([C:5])([N:29])[C:30].[H]OC(=O)[C:39]([C:38])=[O:40]>>O=[C:28]([C:5])[C:30].[H].[H]O[C:39]([C:38])=[O:40]
EVODEX.0-E662,"EVODEX.0-P9046,EVODEX.0-P9088",[H][C@:2]([C:1])([O:3])[C:12].[H]OC(=O)[C:20]([C:19])=[O:21]>>O=[C:2]([C:1])[C:12]=[O:13].[H]O[C:20]([C:19])=[O:21].[H]
EVODEX.0-E67,"EVODEX.0-P1341,EVODEX.0-P33443",[H]C(=O)[S:54][C:53]>>[H][S:54][C:53]
EVODEX.0-E674,"EVODEX.0-P10658,EVODEX.0-P11330,EVODEX.0-P11340,EVODEX.0-P12362,EVODEX.0-P12418,EVODEX.0-P12618,EVODEX.0-P12877,EVODEX.0-P12903,EVODEX.0-P13614",[H][C@:2]([C:1])([C:3])[C:6]>>[H]O[C@@:2]([C:1])([C:3])[C:6]
EVODEX.0-E68,"EVODEX.0-P1343,EVODEX.0-P1397",[H][C:55]([S:54])([O:56][H])[H:106]>>[S:54][C:55](=[O:56])[H:106]
EVODEX.0-E681,EVODEX.0-P9132,[C:3][S:4][C:5].[H]OC(=O)[C:16]([C:15])=[O:17]>>O=[S:4]([C:3])[C:5].[H]O[C:16]([C:15])=[O:17]
EVODEX.0-E687,"EVODEX.0-P9154,EVODEX.0-P9399",[H][C:3]([C:2])([P:4])[H:24].[H]OC(=O)[C:13]([C:12])=[O:14]>>[H]O[C:3]([C:2])([P:4])[H:24].[H]O[C:13]([C:12])=[O:14]
EVODEX.0-E699,"EVODEX.0-P9219,EVODEX.0-P9406",[H]OP(=O)(O[H])O[C:21]([H])([C:20])[H:38].[H]OC(=O)[C:6]([C:5])=[O:7]>>O=[C:21]([C:20])[H:38].[H]O[C:6]([C:5])=[O:7]
EVODEX.0-E7,"EVODEX.0-P1067,EVODEX.0-P1071,EVODEX.0-P1102,EVODEX.0-P1123,EVODEX.0-P1127,EVODEX.0-P1299,EVODEX.0-P1346,EVODEX.0-P1349,EVODEX.0-P1355,EVODEX.0-P1363,EVODEX.0-P1381,EVODEX.0-P141,EVODEX.0-P1419,EVODEX.0-P147,EVODEX.0-P1484,EVODEX.0-P149,EVODEX.0-P1502,EVODEX.0-P1646,EVODEX.0-P1661,EVODEX.0-P1663,EVODEX.0-P1805,EVODEX.0-P1871,EVODEX.0-P260,EVODEX.0-P32,EVODEX.0-P429,EVODEX.0-P466,EVODEX.0-P528,EVODEX.0-P535,EVODEX.0-P537,EVODEX.0-P541,EVODEX.0-P603,EVODEX.0-P607,EVODEX.0-P611,EVODEX.0-P755,EVODEX.0-P817,EVODEX.0-P843,EVODEX.0-P845,EVODEX.0-P847,EVODEX.0-P849,EVODEX.0-P876,EVODEX.0-P933",[O:45]=[C:46][C:48](=[O:49])[C:50]>>[H][C:48]([C:46])([O:49][H])[C:50]
EVODEX.0-E70,"EVODEX.0-P1449,EVODEX.0-P1459",[C:5]/[C:6](=[C:7](/[C:8]([O:9])([H:71])[H:72])[H:70])[H:69]>>[H][C:6]([C:5])([C:7](=[C:8]([H:71])[H:72])[H:70])[H:69].[H]
